utterance_id,Source,Target
4-MUL2454,u-7,s-0
5-MUL2454,s-0,u-7
6-MUL2454,u-7,s-0
7-MUL2454,s-0,u-7
8-MUL2454,u-7,s-0
9-MUL2454,s-0,u-7
10-MUL2454,u-7,s-2
11-MUL2454,s-2,u-7
12-MUL2454,u-7,s-0
13-MUL2454,s-0,u-7
14-MUL2454,u-7,s-0
15-MUL2454,s-0,u-8
16-MUL2454,u-8,s-17
0-PMUL4080,u-7,s-0
1-PMUL4080,s-0,u-7
2-PMUL4080,u-7,s-0
3-PMUL4080,s-0,u-7
4-PMUL4080,u-7,s-0
5-PMUL4080,s-0,u-7
6-PMUL4080,u-7,s-0
7-PMUL4080,s-0,u-0
8-PMUL4080,u-0,s-0
9-PMUL4080,s-0,u-8
10-PMUL4080,u-8,s-24
0-PMUL2173,u-7,s-0
1-PMUL2173,s-0,u-23
2-PMUL2173,u-23,s-0
3-PMUL2173,s-0,u-7
4-PMUL2173,u-7,s-0
5-PMUL2173,s-0,u-7
6-PMUL2173,u-7,s-0
7-PMUL2173,s-0,u-7
8-PMUL2173,u-7,s-0
9-PMUL2173,s-0,u-7
10-PMUL2173,u-7,s-0
11-PMUL2173,s-0,u-8
12-PMUL2173,u-8,s-16
0-MUL0589,u-7,s-8
1-MUL0589,s-8,u-17
2-MUL0589,u-17,s-8
3-MUL0589,s-8,u-7
4-MUL0589,u-7,s-0
5-MUL0589,s-0,u-7
6-MUL0589,u-7,s-0
7-MUL0589,s-0,u-18
8-MUL0589,u-18,s-0
9-MUL0589,s-0,u-29
10-MUL0589,u-29,s-0
11-MUL0589,s-0,u-7
12-MUL0589,u-7,s-0
13-MUL0589,s-0,u-7
14-MUL0589,u-7,s-0
15-MUL0589,s-0,u-29
16-MUL0589,u-29,s-6
17-MUL0589,s-6,u-29
18-MUL0589,u-29,s-0
19-MUL0589,s-0,u-7
20-MUL0589,u-7,s-0
21-MUL0589,s-0,u-19
22-MUL0589,u-19,s-0
23-MUL0589,s-0,u-8
24-MUL0589,u-8,s-15
0-PMUL3432,u-7,s-2
1-PMUL3432,s-2,u-7
2-PMUL3432,u-7,s-0
3-PMUL3432,s-0,u-7
4-PMUL3432,u-7,s-0
5-PMUL3432,s-0,u-7
6-PMUL3432,u-7,s-0
7-PMUL3432,s-0,u-15
8-PMUL3432,u-15,s-0
9-PMUL3432,s-0,u-7
10-PMUL3432,u-7,s-0
11-PMUL3432,s-0,u-7
12-PMUL3432,u-7,s-0
13-PMUL3432,s-0,u-8
14-PMUL3432,u-8,s-24
0-MUL0862,u-7,s-0
1-MUL0862,s-0,u-0
2-MUL0862,u-0,s-0
3-MUL0862,s-0,u-7
4-MUL0862,u-7,s-0
5-MUL0862,s-0,u-7
6-MUL0862,u-7,s-0
7-MUL0862,s-0,u-8
8-MUL0862,u-8,s-27
0-MUL2588,u-7,s-0
1-MUL2588,s-0,u-7
2-MUL2588,u-7,s-0
3-MUL2588,s-0,u-0
4-MUL2588,u-0,s-0
5-MUL2588,s-0,u-5
6-MUL2588,u-5,s-0
7-MUL2588,s-0,u-30
8-MUL2588,u-30,s-8
9-MUL2588,s-8,u-7
10-MUL2588,u-7,s-0
11-MUL2588,s-0,u-7
12-MUL2588,u-7,s-7
13-MUL2588,s-7,u-8
14-MUL2588,u-8,s-15
0-PMUL3194,u-7,s-0
1-PMUL3194,s-0,u-7
2-PMUL3194,u-7,s-0
3-PMUL3194,s-0,u-7
4-PMUL3194,u-7,s-0
5-PMUL3194,s-0,u-7
6-PMUL3194,u-7,s-0
7-PMUL3194,s-0,u-7
8-PMUL3194,u-7,s-0
9-PMUL3194,s-0,u-17
10-PMUL3194,u-17,s-0
11-PMUL3194,s-0,u-7
12-PMUL3194,u-7,s-7
13-PMUL3194,s-7,u-8
14-PMUL3194,u-8,s-27
0-PMUL2468,u-7,s-0
1-PMUL2468,s-0,u-7
2-PMUL2468,u-7,s-7
3-PMUL2468,s-7,u-7
4-PMUL2468,u-7,s-0
5-PMUL2468,s-0,u-7
6-PMUL2468,u-7,s-0
7-PMUL2468,s-0,u-0
8-PMUL2468,u-0,s-0
9-PMUL2468,s-0,u-7
10-PMUL2468,u-7,s-3
11-PMUL2468,s-3,u-7
12-PMUL2468,u-7,s-0
13-PMUL2468,s-0,u-8
14-PMUL2468,u-8,s-24
0-SNG02122,u-7,s-0
1-SNG02122,s-0,u-7
2-SNG02122,u-7,s-0
3-SNG02122,s-0,u-8
4-SNG02122,u-8,s-24
0-PMUL0288,u-7,s-0
1-PMUL0288,s-0,u-7
2-PMUL0288,u-7,s-0
3-PMUL0288,s-0,u-7
4-PMUL0288,u-7,s-0
5-PMUL0288,s-0,u-0
6-PMUL0288,u-0,s-0
7-PMUL0288,s-0,u-7
8-PMUL0288,u-7,s-0
9-PMUL0288,s-0,u-7
10-PMUL0288,u-7,s-0
11-PMUL0288,s-0,u-0
12-PMUL0288,u-0,s-0
13-PMUL0288,s-0,u-11
14-PMUL0288,u-11,s-15
15-PMUL0288,s-15,u-9
16-PMUL0288,u-9,s-24
0-MUL1016,u-7,s-0
1-MUL1016,s-0,u-31
2-MUL1016,u-31,s-0
3-MUL1016,s-0,u-24
4-MUL1016,u-24,s-0
5-MUL1016,s-0,u-7
6-MUL1016,u-7,s-0
7-MUL1016,s-0,u-7
8-MUL1016,u-7,s-0
9-MUL1016,s-0,u-0
10-MUL1016,u-0,s-0
11-MUL1016,s-0,u-0
12-MUL1016,u-0,s-0
13-MUL1016,s-0,u-8
14-MUL1016,u-8,s-23
0-WOZ20472,u-7,s-0
1-WOZ20472,s-0,u-7
2-WOZ20472,u-7,s-0
3-WOZ20472,s-0,u-7
4-WOZ20472,u-7,s-0
0-PMUL3150,u-7,s-0
1-PMUL3150,s-0,u-16
2-PMUL3150,u-16,s-0
3-PMUL3150,s-0,u-7
4-PMUL3150,u-7,s-0
5-PMUL3150,s-0,u-16
6-PMUL3150,u-16,s-0
7-PMUL3150,s-0,u-7
8-PMUL3150,u-7,s-0
9-PMUL3150,s-0,u-0
10-PMUL3150,u-0,s-14
11-PMUL3150,s-14,u-20
12-PMUL3150,u-20,s-0
13-PMUL3150,s-0,u-0
14-PMUL3150,u-0,s-0
15-PMUL3150,s-0,u-7
16-PMUL3150,u-7,s-14
17-PMUL3150,s-14,u-8
18-PMUL3150,u-8,s-4
19-PMUL3150,s-4,u-7
20-PMUL3150,u-7,s-0
21-PMUL3150,s-0,u-7
22-PMUL3150,u-7,s-0
23-PMUL3150,s-0,u-8
24-PMUL3150,u-8,s-16
0-MUL2538,u-31,s-0
1-MUL2538,s-0,u-20
2-MUL2538,u-20,s-7
3-MUL2538,s-7,u-7
4-MUL2538,u-7,s-0
5-MUL2538,s-0,u-7
6-MUL2538,u-7,s-0
7-MUL2538,s-0,u-7
8-MUL2538,u-7,s-0
9-MUL2538,s-0,u-7
10-MUL2538,u-7,s-0
11-MUL2538,s-0,u-7
12-MUL2538,u-7,s-0
13-MUL2538,s-0,u-7
14-MUL2538,u-7,s-0
15-MUL2538,s-0,u-8
16-MUL2538,u-8,s-17
0-SNG0881,u-7,s-0
1-SNG0881,s-0,u-7
2-SNG0881,u-7,s-0
3-SNG0881,s-0,u-0
4-SNG0881,u-0,s-0
5-SNG0881,s-0,u-0
6-SNG0881,u-0,s-0
7-SNG0881,s-0,u-8
8-SNG0881,u-8,s-17
0-PMUL1687,u-7,s-0
1-PMUL1687,s-0,u-0
2-PMUL1687,u-0,s-0
3-PMUL1687,s-0,u-0
4-PMUL1687,u-0,s-0
5-PMUL1687,s-0,u-7
6-PMUL1687,u-7,s-2
7-PMUL1687,s-2,u-7
8-PMUL1687,u-7,s-0
9-PMUL1687,s-0,u-29
10-PMUL1687,u-29,s-6
11-PMUL1687,s-6,u-8
12-PMUL1687,u-8,s-24
0-PMUL0368,u-7,s-0
1-PMUL0368,s-0,u-7
2-PMUL0368,u-7,s-0
3-PMUL0368,s-0,u-7
4-PMUL0368,u-7,s-0
5-PMUL0368,s-0,u-7
6-PMUL0368,u-7,s-5
7-PMUL0368,s-5,u-1
8-PMUL0368,u-1,s-0
9-PMUL0368,s-0,u-7
10-PMUL0368,u-7,s-0
11-PMUL0368,s-0,u-7
12-PMUL0368,u-7,s-0
13-PMUL0368,s-0,u-0
14-PMUL0368,u-0,s-0
0-PMUL2208,u-7,s-8
1-PMUL2208,s-8,u-7
2-PMUL2208,u-7,s-0
3-PMUL2208,s-0,u-7
4-PMUL2208,u-7,s-0
5-PMUL2208,s-0,u-7
6-PMUL2208,u-7,s-0
7-PMUL2208,s-0,u-7
8-PMUL2208,u-7,s-0
9-PMUL2208,s-0,u-7
10-PMUL2208,u-7,s-0
11-PMUL2208,s-0,u-7
12-PMUL2208,u-7,s-0
13-PMUL2208,s-0,u-7
14-PMUL2208,u-7,s-0
15-PMUL2208,s-0,u-1
16-PMUL2208,u-1,s-27
0-MUL2645,u-7,s-0
1-MUL2645,s-0,u-8
2-MUL2645,u-8,s-15
3-MUL2645,s-15,u-7
4-MUL2645,u-7,s-0
5-MUL2645,s-0,u-7
6-MUL2645,u-7,s-0
7-MUL2645,s-0,u-9
8-MUL2645,u-9,s-24
0-PMUL3046,u-7,s-0
1-PMUL3046,s-0,u-7
2-PMUL3046,u-7,s-0
3-PMUL3046,s-0,u-29
4-PMUL3046,u-29,s-6
5-PMUL3046,s-6,u-7
6-PMUL3046,u-7,s-0
7-PMUL3046,s-0,u-17
8-PMUL3046,u-17,s-0
9-PMUL3046,s-0,u-0
10-PMUL3046,u-0,s-0
11-PMUL3046,s-0,u-9
12-PMUL3046,u-9,s-24
0-PMUL3839,u-7,s-2
1-PMUL3839,s-2,u-7
2-PMUL3839,u-7,s-0
3-PMUL3839,s-0,u-7
4-PMUL3839,u-7,s-0
5-PMUL3839,s-0,u-4
6-PMUL3839,u-4,s-0
7-PMUL3839,s-0,u-7
8-PMUL3839,u-7,s-0
9-PMUL3839,s-0,u-7
10-PMUL3839,u-7,s-14
11-PMUL3839,s-14,u-7
12-PMUL3839,u-7,s-0
13-PMUL3839,s-0,u-7
14-PMUL3839,u-7,s-15
15-PMUL3839,s-15,u-8
16-PMUL3839,u-8,s-14
0-PMUL2638,u-7,s-13
1-PMUL2638,s-13,u-16
2-PMUL2638,u-16,s-0
3-PMUL2638,s-0,u-7
4-PMUL2638,u-7,s-0
5-PMUL2638,s-0,u-7
6-PMUL2638,u-7,s-0
7-PMUL2638,s-0,u-7
8-PMUL2638,u-7,s-0
9-PMUL2638,s-0,u-7
10-PMUL2638,u-7,s-0
11-PMUL2638,s-0,u-6
12-PMUL2638,u-6,s-12
13-PMUL2638,s-12,u-0
14-PMUL2638,u-0,s-0
15-PMUL2638,s-0,u-7
16-PMUL2638,u-7,s-0
17-PMUL2638,s-0,u-8
18-PMUL2638,u-8,s-18
0-SNG01276,u-28,s-0
1-SNG01276,s-0,u-7
2-SNG01276,u-7,s-0
3-SNG01276,s-0,u-8
4-SNG01276,u-8,s-23
5-SNG01276,s-23,u-8
6-SNG01276,u-8,s-24
0-SNG1231,u-7,s-0
1-SNG1231,s-0,u-7
2-SNG1231,u-7,s-0
3-SNG1231,s-0,u-7
4-SNG1231,u-7,s-0
5-SNG1231,s-0,u-7
6-SNG1231,u-7,s-0
7-SNG1231,s-0,u-20
8-SNG1231,u-20,s-0
9-SNG1231,s-0,u-7
10-SNG1231,u-7,s-0
11-SNG1231,s-0,u-0
12-SNG1231,u-0,s-1
13-SNG1231,s-1,u-3
14-SNG1231,u-3,s-0
15-SNG1231,s-0,u-8
16-SNG1231,u-8,s-17
0-WOZ20217,u-7,s-0
1-WOZ20217,s-0,u-7
2-WOZ20217,u-7,s-0
3-WOZ20217,s-0,u-8
4-WOZ20217,u-8,s-27
0-SNG01988,u-7,s-2
1-SNG01988,s-2,u-7
2-SNG01988,u-7,s-0
3-SNG01988,s-0,u-18
4-SNG01988,u-18,s-0
5-SNG01988,s-0,u-0
6-SNG01988,u-0,s-0
7-SNG01988,s-0,u-0
8-SNG01988,u-0,s-0
9-SNG01988,s-0,u-0
10-SNG01988,u-0,s-0
11-SNG01988,s-0,u-8
12-SNG01988,u-8,s-18
0-PMUL2349,u-7,s-0
1-PMUL2349,s-0,u-7
2-PMUL2349,u-7,s-7
3-PMUL2349,s-7,u-7
4-PMUL2349,u-7,s-0
5-PMUL2349,s-0,u-0
6-PMUL2349,u-0,s-5
7-PMUL2349,s-5,u-0
8-PMUL2349,u-0,s-0
9-PMUL2349,s-0,u-7
10-PMUL2349,u-7,s-0
11-PMUL2349,s-0,u-7
12-PMUL2349,u-7,s-0
13-PMUL2349,s-0,u-8
14-PMUL2349,u-8,s-16
0-PMUL2132,u-7,s-0
1-PMUL2132,s-0,u-7
2-PMUL2132,u-7,s-0
3-PMUL2132,s-0,u-7
4-PMUL2132,u-7,s-0
5-PMUL2132,s-0,u-7
6-PMUL2132,u-7,s-0
7-PMUL2132,s-0,u-0
8-PMUL2132,u-0,s-0
9-PMUL2132,s-0,u-0
10-PMUL2132,u-0,s-0
11-PMUL2132,s-0,u-8
12-PMUL2132,u-8,s-24
0-PMUL2895,u-7,s-0
1-PMUL2895,s-0,u-7
2-PMUL2895,u-7,s-0
3-PMUL2895,s-0,u-7
4-PMUL2895,u-7,s-0
5-PMUL2895,s-0,u-7
6-PMUL2895,u-7,s-0
7-PMUL2895,s-0,u-7
8-PMUL2895,u-7,s-0
9-PMUL2895,s-0,u-7
10-PMUL2895,u-7,s-0
0-SNG01874,u-26,s-0
1-SNG01874,s-0,u-26
2-SNG01874,u-26,s-0
3-SNG01874,s-0,u-7
4-SNG01874,u-7,s-0
5-SNG01874,s-0,u-8
6-SNG01874,u-8,s-15
0-SNG1058,u-7,s-0
1-SNG1058,s-0,u-30
2-SNG1058,u-30,s-8
3-SNG1058,s-8,u-30
4-SNG1058,u-30,s-0
5-SNG1058,s-0,u-9
6-SNG1058,u-9,s-17
0-MUL2559,u-7,s-0
1-MUL2559,s-0,u-7
2-MUL2559,u-7,s-0
3-MUL2559,s-0,u-7
4-MUL2559,u-7,s-0
5-MUL2559,s-0,u-0
6-MUL2559,u-0,s-0
7-MUL2559,s-0,u-0
8-MUL2559,u-0,s-0
9-MUL2559,s-0,u-5
10-MUL2559,u-5,s-0
11-MUL2559,s-0,u-8
12-MUL2559,u-8,s-15
13-MUL2559,s-15,u-12
14-MUL2559,u-12,s-25
0-PMUL3026,u-7,s-0
1-PMUL3026,s-0,u-7
2-PMUL3026,u-7,s-0
3-PMUL3026,s-0,u-0
4-PMUL3026,u-0,s-0
5-PMUL3026,s-0,u-4
6-PMUL3026,u-4,s-0
7-PMUL3026,s-0,u-7
8-PMUL3026,u-7,s-0
9-PMUL3026,s-0,u-0
10-PMUL3026,u-0,s-0
11-PMUL3026,s-0,u-7
12-PMUL3026,u-7,s-0
13-PMUL3026,s-0,u-7
14-PMUL3026,u-7,s-0
15-PMUL3026,s-0,u-8
16-PMUL3026,u-8,s-24
0-MUL1279,u-7,s-0
1-MUL1279,s-0,u-0
2-MUL1279,u-0,s-0
3-MUL1279,s-0,u-7
4-MUL1279,u-7,s-0
5-MUL1279,s-0,u-7
6-MUL1279,u-7,s-0
7-MUL1279,s-0,u-7
8-MUL1279,u-7,s-0
9-MUL1279,s-0,u-7
10-MUL1279,u-7,s-0
11-MUL1279,s-0,u-0
12-MUL1279,u-0,s-0
13-MUL1279,s-0,u-5
14-MUL1279,u-5,s-0
15-MUL1279,s-0,u-18
16-MUL1279,u-18,s-0
17-MUL1279,s-0,u-7
18-MUL1279,u-7,s-0
19-MUL1279,s-0,u-8
20-MUL1279,u-8,s-17
0-PMUL1206,u-30,s-8
1-PMUL1206,s-8,u-7
2-PMUL1206,u-7,s-0
3-PMUL1206,s-0,u-7
4-PMUL1206,u-7,s-0
5-PMUL1206,s-0,u-8
6-PMUL1206,u-8,s-27
0-MUL2428,u-7,s-0
1-MUL2428,s-0,u-7
2-MUL2428,u-7,s-0
3-MUL2428,s-0,u-0
4-MUL2428,u-0,s-0
5-MUL2428,s-0,u-7
6-MUL2428,u-7,s-0
7-MUL2428,s-0,u-7
8-MUL2428,u-7,s-0
9-MUL2428,s-0,u-7
10-MUL2428,u-7,s-0
11-MUL2428,s-0,u-7
12-MUL2428,u-7,s-2
13-MUL2428,s-2,u-7
14-MUL2428,u-7,s-3
15-MUL2428,s-3,u-7
16-MUL2428,u-7,s-0
17-MUL2428,s-0,u-8
18-MUL2428,u-8,s-15
19-MUL2428,s-15,u-8
20-MUL2428,u-8,s-15
0-MUL2349,u-7,s-0
1-MUL2349,s-0,u-0
2-MUL2349,u-0,s-0
3-MUL2349,s-0,u-7
4-MUL2349,u-7,s-0
5-MUL2349,s-0,u-8
6-MUL2349,u-8,s-21
7-MUL2349,s-21,u-13
8-MUL2349,u-13,s-21
0-PMUL2161,u-7,s-0
1-PMUL2161,s-0,u-7
2-PMUL2161,u-7,s-0
3-PMUL2161,s-0,u-7
4-PMUL2161,u-7,s-0
5-PMUL2161,s-0,u-7
6-PMUL2161,u-7,s-0
0-WOZ20474,u-7,s-0
1-WOZ20474,s-0,u-7
2-WOZ20474,u-7,s-0
3-WOZ20474,s-0,u-7
4-WOZ20474,u-7,s-0
5-WOZ20474,s-0,u-7
6-WOZ20474,u-7,s-0
7-WOZ20474,s-0,u-7
8-WOZ20474,u-7,s-0
9-WOZ20474,s-0,u-7
10-WOZ20474,u-7,s-0
11-WOZ20474,s-0,u-8
12-WOZ20474,u-8,s-27
0-SNG0593,u-7,s-0
1-SNG0593,s-0,u-0
2-SNG0593,u-0,s-0
3-SNG0593,s-0,u-8
4-SNG0593,u-8,s-15
5-SNG0593,s-15,u-12
6-SNG0593,u-12,s-27
0-PMUL3616,u-7,s-0
1-PMUL3616,s-0,u-16
2-PMUL3616,u-16,s-0
3-PMUL3616,s-0,u-7
4-PMUL3616,u-7,s-0
5-PMUL3616,s-0,u-7
6-PMUL3616,u-7,s-2
7-PMUL3616,s-2,u-7
8-PMUL3616,u-7,s-2
9-PMUL3616,s-2,u-7
10-PMUL3616,u-7,s-0
